county,year,irrigation,variable,stage,value
Mitchell,2021,irrigated,Accumulated-Precipitation (mm),Emergence,22.098
Mitchell,2021,irrigated,Accumulated-Precipitation (mm),Vegetative,226.568
Mitchell,2021,irrigated,Accumulated-Precipitation (mm),Squaring,175.768
Mitchell,2021,irrigated,Accumulated-Precipitation (mm),Flowering,146.05
Mitchell,2021,irrigated,Accumulated-Precipitation (mm),Cut-Out,163.576
Mitchell,2021,irrigated,Accumulated-Precipitation (mm),Opening Bolls,138.684
Mitchell,2021,irrigated,Accumulated-Precipitation (mm),Total Growing Season,872.744
Mitchell,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Emergence,20.44
Mitchell,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Vegetative,22.63333333
Mitchell,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Squaring,23.23181818
Mitchell,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Flowering,23.14782609
Mitchell,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Cut-Out,22.38484848
Mitchell,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,15.32833333
Mitchell,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,20.13352601
Mitchell,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Emergence,30.62
Mitchell,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Vegetative,31.45333333
Mitchell,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Squaring,31.57727273
Mitchell,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Flowering,33.06956522
Mitchell,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Cut-Out,31.18484848
Mitchell,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,27.535
Mitchell,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,30.24971098
Mitchell,2021,irrigated,Mean-Vapor Pressure (Pa),Emergence,NA
Mitchell,2021,irrigated,Mean-Vapor Pressure (Pa),Vegetative,NA
Mitchell,2021,irrigated,Mean-Vapor Pressure (Pa),Squaring,NA
Mitchell,2021,irrigated,Mean-Vapor Pressure (Pa),Flowering,NA
Mitchell,2021,irrigated,Mean-Vapor Pressure (Pa),Cut-Out,NA
Mitchell,2021,irrigated,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Mitchell,2021,irrigated,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Macon,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Macon,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Macon,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Macon,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Macon,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Macon,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Macon,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Macon,2021,dryland,Accumulated-Days Degree,Emergence,79.45
Macon,2021,dryland,Accumulated-Days Degree,Vegetative,576.25
Macon,2021,dryland,Accumulated-Days Degree,Squaring,436.45
Macon,2021,dryland,Accumulated-Days Degree,Flowering,455.05
Macon,2021,dryland,Accumulated-Days Degree,Cut-Out,635.15
Macon,2021,dryland,Accumulated-Days Degree,Opening Bolls,643.3
Macon,2021,dryland,Accumulated-Days Degree,Total Growing Season,2825.65
Macon,2021,dryland,Accumulated-Precipitation (mm),Emergence,2.54
Macon,2021,dryland,Accumulated-Precipitation (mm),Vegetative,189.484
Macon,2021,dryland,Accumulated-Precipitation (mm),Squaring,194.31
Macon,2021,dryland,Accumulated-Precipitation (mm),Flowering,171.704
Macon,2021,dryland,Accumulated-Precipitation (mm),Cut-Out,232.918
Macon,2021,dryland,Accumulated-Precipitation (mm),Opening Bolls,170.942
Macon,2021,dryland,Accumulated-Precipitation (mm),Total Growing Season,961.898
Macon,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Emergence,17
Macon,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Vegetative,19.67428571
Macon,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Squaring,21.50416667
Macon,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Flowering,22.25416667
Macon,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Cut-Out,21.26944444
Macon,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,13.40983607
Macon,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,18.41129032
Macon,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Emergence,28.83333333
Macon,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Vegetative,31.50857143
Macon,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Squaring,31.30833333
Macon,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Flowering,32.7375
Macon,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Cut-Out,30.56111111
Macon,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,26.12622951
Macon,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,29.60645161
Macon,2021,dryland,Mean-Vapor Pressure (Pa),Emergence,NA
Macon,2021,dryland,Mean-Vapor Pressure (Pa),Vegetative,NA
Macon,2021,dryland,Mean-Vapor Pressure (Pa),Squaring,NA
Macon,2021,dryland,Mean-Vapor Pressure (Pa),Flowering,NA
Macon,2021,dryland,Mean-Vapor Pressure (Pa),Cut-Out,NA
Macon,2021,dryland,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Macon,2021,dryland,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Seminole,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Seminole,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Seminole,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Seminole,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Seminole,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Seminole,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Seminole,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Seminole,2021,irrigated,Accumulated-Days Degree,Emergence,82.9
Seminole,2021,irrigated,Accumulated-Days Degree,Vegetative,576.1
Seminole,2021,irrigated,Accumulated-Days Degree,Squaring,433
Seminole,2021,irrigated,Accumulated-Days Degree,Flowering,456.7
Seminole,2021,irrigated,Accumulated-Days Degree,Cut-Out,622.25
Seminole,2021,irrigated,Accumulated-Days Degree,Opening Bolls,802.95
Seminole,2021,irrigated,Accumulated-Days Degree,Total Growing Season,2973.9
Seminole,2021,irrigated,Accumulated-Precipitation (mm),Emergence,23.114
Seminole,2021,irrigated,Accumulated-Precipitation (mm),Vegetative,173.482
Seminole,2021,irrigated,Accumulated-Precipitation (mm),Squaring,112.268
Seminole,2021,irrigated,Accumulated-Precipitation (mm),Flowering,369.316
Seminole,2021,irrigated,Accumulated-Precipitation (mm),Cut-Out,8.382
Seminole,2021,irrigated,Accumulated-Precipitation (mm),Opening Bolls,84.328
Seminole,2021,irrigated,Accumulated-Precipitation (mm),Total Growing Season,770.89
Seminole,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Emergence,19.98
Seminole,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Vegetative,22.49333333
Seminole,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Squaring,23.21363636
Seminole,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Flowering,23.2173913
Seminole,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Cut-Out,22.43636364
Seminole,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,14.60735294
Seminole,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,19.63038674
Seminole,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Emergence,30.62
Seminole,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Vegetative,31.71333333
Seminole,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Squaring,31.48181818
Seminole,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Flowering,33.13478261
Seminole,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Cut-Out,31.28181818
Seminole,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,27.18529412
Seminole,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,30.0558011
Seminole,2021,irrigated,Mean-Vapor Pressure (Pa),Emergence,NA
Seminole,2021,irrigated,Mean-Vapor Pressure (Pa),Vegetative,NA
Seminole,2021,irrigated,Mean-Vapor Pressure (Pa),Squaring,NA
Seminole,2021,irrigated,Mean-Vapor Pressure (Pa),Flowering,NA
Seminole,2021,irrigated,Mean-Vapor Pressure (Pa),Cut-Out,NA
Seminole,2021,irrigated,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Seminole,2021,irrigated,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Oconee,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Oconee,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Oconee,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Oconee,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Oconee,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Oconee,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Oconee,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Oconee,2021,dryland,Accumulated-Days Degree,Emergence,82.2
Oconee,2021,dryland,Accumulated-Days Degree,Vegetative,572.2
Oconee,2021,dryland,Accumulated-Days Degree,Squaring,446.35
Oconee,2021,dryland,Accumulated-Days Degree,Flowering,456.05
Oconee,2021,dryland,Accumulated-Days Degree,Cut-Out,618.05
Oconee,2021,dryland,Accumulated-Days Degree,Opening Bolls,198.75
Oconee,2021,dryland,Accumulated-Days Degree,Total Growing Season,2373.6
Oconee,2021,dryland,Accumulated-Precipitation (mm),Emergence,0
Oconee,2021,dryland,Accumulated-Precipitation (mm),Vegetative,78.994
Oconee,2021,dryland,Accumulated-Precipitation (mm),Squaring,126.238
Oconee,2021,dryland,Accumulated-Precipitation (mm),Flowering,113.284
Oconee,2021,dryland,Accumulated-Precipitation (mm),Cut-Out,149.098
Oconee,2021,dryland,Accumulated-Precipitation (mm),Opening Bolls,88.9
Oconee,2021,dryland,Accumulated-Precipitation (mm),Total Growing Season,556.514
Oconee,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Emergence,14.78571429
Oconee,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Vegetative,18.45789474
Oconee,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Squaring,20.65
Oconee,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Flowering,21.01923077
Oconee,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Cut-Out,17.76888889
Oconee,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,11.03571429
Oconee,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,17.62882353
Oconee,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Emergence,28.94285714
Oconee,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Vegetative,29.97105263
Oconee,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Squaring,30.70769231
Oconee,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Flowering,31.61153846
Oconee,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Cut-Out,28.38444444
Oconee,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,22.85357143
Oconee,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,28.7
Oconee,2021,dryland,Mean-Vapor Pressure (Pa),Emergence,NA
Oconee,2021,dryland,Mean-Vapor Pressure (Pa),Vegetative,NA
Oconee,2021,dryland,Mean-Vapor Pressure (Pa),Squaring,NA
Oconee,2021,dryland,Mean-Vapor Pressure (Pa),Flowering,NA
Oconee,2021,dryland,Mean-Vapor Pressure (Pa),Cut-Out,NA
Oconee,2021,dryland,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Oconee,2021,dryland,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Toombs,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Toombs,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Toombs,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Toombs,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Toombs,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Toombs,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Toombs,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Toombs,2021,dryland,Accumulated-Days Degree,Emergence,75.2
Toombs,2021,dryland,Accumulated-Days Degree,Vegetative,580.65
Toombs,2021,dryland,Accumulated-Days Degree,Squaring,455.05
Toombs,2021,dryland,Accumulated-Days Degree,Flowering,431.4
Toombs,2021,dryland,Accumulated-Days Degree,Cut-Out,640
Toombs,2021,dryland,Accumulated-Days Degree,Opening Bolls,682.7
Toombs,2021,dryland,Accumulated-Days Degree,Total Growing Season,2865
Toombs,2021,dryland,Accumulated-Precipitation (mm),Emergence,0
Toombs,2021,dryland,Accumulated-Precipitation (mm),Vegetative,139.954
Toombs,2021,dryland,Accumulated-Precipitation (mm),Squaring,102.362
Toombs,2021,dryland,Accumulated-Precipitation (mm),Flowering,59.182
Toombs,2021,dryland,Accumulated-Precipitation (mm),Cut-Out,109.728
Toombs,2021,dryland,Accumulated-Precipitation (mm),Opening Bolls,124.714
Toombs,2021,dryland,Accumulated-Precipitation (mm),Total Growing Season,535.94
Toombs,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Emergence,18.02
Toombs,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Vegetative,22.33548387
Toombs,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Squaring,22.36666667
Toombs,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Flowering,23.19090909
Toombs,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Cut-Out,22.11764706
Toombs,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,14.39491525
Toombs,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,19.60457143
Toombs,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Emergence,31.06
Toombs,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Vegetative,31.33225806
Toombs,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Squaring,32.05
Toombs,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Flowering,33.05909091
Toombs,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Cut-Out,32.65
Toombs,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,27.26779661
Toombs,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,30.52571429
Toombs,2021,dryland,Mean-Vapor Pressure (Pa),Emergence,NA
Toombs,2021,dryland,Mean-Vapor Pressure (Pa),Vegetative,NA
Toombs,2021,dryland,Mean-Vapor Pressure (Pa),Squaring,NA
Toombs,2021,dryland,Mean-Vapor Pressure (Pa),Flowering,NA
Toombs,2021,dryland,Mean-Vapor Pressure (Pa),Cut-Out,NA
Toombs,2021,dryland,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Toombs,2021,dryland,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Grady,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Grady,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Grady,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Grady,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Grady,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Grady,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Grady,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Grady,2021,dryland,Accumulated-Days Degree,Emergence,76.9
Grady,2021,dryland,Accumulated-Days Degree,Vegetative,576.1
Grady,2021,dryland,Accumulated-Days Degree,Squaring,439.45
Grady,2021,dryland,Accumulated-Days Degree,Flowering,453.1
Grady,2021,dryland,Accumulated-Days Degree,Cut-Out,628.4
Grady,2021,dryland,Accumulated-Days Degree,Opening Bolls,653.1
Grady,2021,dryland,Accumulated-Days Degree,Total Growing Season,2827.05
Grady,2021,dryland,Accumulated-Precipitation (mm),Emergence,30.734
Grady,2021,dryland,Accumulated-Precipitation (mm),Vegetative,212.344
Grady,2021,dryland,Accumulated-Precipitation (mm),Squaring,137.668
Grady,2021,dryland,Accumulated-Precipitation (mm),Flowering,88.9
Grady,2021,dryland,Accumulated-Precipitation (mm),Cut-Out,183.388
Grady,2021,dryland,Accumulated-Precipitation (mm),Opening Bolls,139.7
Grady,2021,dryland,Accumulated-Precipitation (mm),Total Growing Season,792.734
Grady,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Emergence,22.475
Grady,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Vegetative,22.75333333
Grady,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Squaring,23.39090909
Grady,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Flowering,23.2
Grady,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Cut-Out,20.90555556
Grady,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,12.78985507
Grady,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,18.78152174
Grady,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Emergence,31.85
Grady,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Vegetative,31.41666667
Grady,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Squaring,33.09090909
Grady,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Flowering,32.47391304
Grady,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Cut-Out,30.78888889
Grady,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,25.13043478
Grady,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,29.27826087
Grady,2021,dryland,Mean-Vapor Pressure (Pa),Emergence,NA
Grady,2021,dryland,Mean-Vapor Pressure (Pa),Vegetative,NA
Grady,2021,dryland,Mean-Vapor Pressure (Pa),Squaring,NA
Grady,2021,dryland,Mean-Vapor Pressure (Pa),Flowering,NA
Grady,2021,dryland,Mean-Vapor Pressure (Pa),Cut-Out,NA
Grady,2021,dryland,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Grady,2021,dryland,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Sumter,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Sumter,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Sumter,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Sumter,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Sumter,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Sumter,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Sumter,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Sumter,2021,irrigated,Accumulated-Days Degree,Emergence,76.35
Sumter,2021,irrigated,Accumulated-Days Degree,Vegetative,587.05
Sumter,2021,irrigated,Accumulated-Days Degree,Squaring,434.1
Sumter,2021,irrigated,Accumulated-Days Degree,Flowering,448.05
Sumter,2021,irrigated,Accumulated-Days Degree,Cut-Out,631.85
Sumter,2021,irrigated,Accumulated-Days Degree,Opening Bolls,434.45
Sumter,2021,irrigated,Accumulated-Days Degree,Total Growing Season,2611.85
Sumter,2021,irrigated,Accumulated-Precipitation (mm),Emergence,55.626
Sumter,2021,irrigated,Accumulated-Precipitation (mm),Vegetative,150.876
Sumter,2021,irrigated,Accumulated-Precipitation (mm),Squaring,37.592
Sumter,2021,irrigated,Accumulated-Precipitation (mm),Flowering,59.436
Sumter,2021,irrigated,Accumulated-Precipitation (mm),Cut-Out,164.084
Sumter,2021,irrigated,Accumulated-Precipitation (mm),Opening Bolls,101.6
Sumter,2021,irrigated,Accumulated-Precipitation (mm),Total Growing Season,569.214
Sumter,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Emergence,22.75
Sumter,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Vegetative,22.6
Sumter,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Squaring,23.29545455
Sumter,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Flowering,22.83478261
Sumter,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Cut-Out,19.22439024
Sumter,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,10.05454545
Sumter,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,17.5459893
Sumter,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Emergence,31.05
Sumter,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Vegetative,30.81612903
Sumter,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Squaring,32.27727273
Sumter,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Flowering,31.72608696
Sumter,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Cut-Out,29.47804878
Sumter,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,22.54545455
Sumter,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,27.89251337
Sumter,2021,irrigated,Mean-Vapor Pressure (Pa),Emergence,NA
Sumter,2021,irrigated,Mean-Vapor Pressure (Pa),Vegetative,NA
Sumter,2021,irrigated,Mean-Vapor Pressure (Pa),Squaring,NA
Sumter,2021,irrigated,Mean-Vapor Pressure (Pa),Flowering,NA
Sumter,2021,irrigated,Mean-Vapor Pressure (Pa),Cut-Out,NA
Sumter,2021,irrigated,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Sumter,2021,irrigated,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Evans,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Evans,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Evans,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Evans,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Evans,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Evans,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Evans,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Evans,2021,irrigated,Accumulated-Days Degree,Emergence,NA
Evans,2021,irrigated,Accumulated-Days Degree,Vegetative,NA
Evans,2021,irrigated,Accumulated-Days Degree,Squaring,NA
Evans,2021,irrigated,Accumulated-Days Degree,Flowering,NA
Evans,2021,irrigated,Accumulated-Days Degree,Cut-Out,NA
Evans,2021,irrigated,Accumulated-Days Degree,Opening Bolls,NA
Evans,2021,irrigated,Accumulated-Days Degree,Total Growing Season,NA
Evans,2021,irrigated,Accumulated-Precipitation (mm),Emergence,NA
Evans,2021,irrigated,Accumulated-Precipitation (mm),Vegetative,NA
Evans,2021,irrigated,Accumulated-Precipitation (mm),Squaring,NA
Evans,2021,irrigated,Accumulated-Precipitation (mm),Flowering,NA
Evans,2021,irrigated,Accumulated-Precipitation (mm),Cut-Out,NA
Evans,2021,irrigated,Accumulated-Precipitation (mm),Opening Bolls,NA
Evans,2021,irrigated,Accumulated-Precipitation (mm),Total Growing Season,NA
Evans,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Emergence,NA
Evans,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Vegetative,NA
Evans,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Squaring,NA
Evans,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Flowering,NA
Evans,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Cut-Out,NA
Evans,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,NA
Evans,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,NA
Evans,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Emergence,NA
Evans,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Vegetative,NA
Evans,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Squaring,NA
Evans,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Flowering,NA
Evans,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Cut-Out,NA
Evans,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,NA
Evans,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,NA
Evans,2021,irrigated,Mean-Vapor Pressure (Pa),Emergence,NA
Evans,2021,irrigated,Mean-Vapor Pressure (Pa),Vegetative,NA
Evans,2021,irrigated,Mean-Vapor Pressure (Pa),Squaring,NA
Evans,2021,irrigated,Mean-Vapor Pressure (Pa),Flowering,NA
Evans,2021,irrigated,Mean-Vapor Pressure (Pa),Cut-Out,NA
Evans,2021,irrigated,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Evans,2021,irrigated,Mean-Vapor Pressure (Pa),Total Growing Season,NA
JeffDavis,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
JeffDavis,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
JeffDavis,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
JeffDavis,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
JeffDavis,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
JeffDavis,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
JeffDavis,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
JeffDavis,2021,irrigated,Accumulated-Days Degree,Emergence,77.35
JeffDavis,2021,irrigated,Accumulated-Days Degree,Vegetative,584.75
JeffDavis,2021,irrigated,Accumulated-Days Degree,Squaring,442.9
JeffDavis,2021,irrigated,Accumulated-Days Degree,Flowering,448.05
JeffDavis,2021,irrigated,Accumulated-Days Degree,Cut-Out,618.5
JeffDavis,2021,irrigated,Accumulated-Days Degree,Opening Bolls,626.2
JeffDavis,2021,irrigated,Accumulated-Days Degree,Total Growing Season,2797.75
JeffDavis,2021,irrigated,Accumulated-Precipitation (mm),Emergence,71.882
JeffDavis,2021,irrigated,Accumulated-Precipitation (mm),Vegetative,143.256
JeffDavis,2021,irrigated,Accumulated-Precipitation (mm),Squaring,113.284
JeffDavis,2021,irrigated,Accumulated-Precipitation (mm),Flowering,75.184
JeffDavis,2021,irrigated,Accumulated-Precipitation (mm),Cut-Out,155.448
JeffDavis,2021,irrigated,Accumulated-Precipitation (mm),Opening Bolls,136.652
JeffDavis,2021,irrigated,Accumulated-Precipitation (mm),Total Growing Season,695.706
JeffDavis,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Emergence,22.625
JeffDavis,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Vegetative,22.55483871
